Catalogue Reference,"29.4919194, -98.4271969"
HL/PO/JO/10/1/97/81,"53.4374689, -0.3283887"
HL/PO/JO/10/1/97/82,"54.0474297, -2.8091395"
HL/PO/JO/10/1/97/83,"53.421277, -0.415502"
HL/PO/JO/10/1/97/84,"54.2469486, -0.3800456"
HL/PO/JO/10/1/97/85,"55.848334, -4.493342"
HL/PO/JO/10/1/97/88,"60.408178, 11.5027911"
HL/PO/JO/10/1/97/89,"53.386409, -0.366251"
HL/PO/JO/10/1/97/90,"60.408178, 11.5027911"
HL/PO/JO/10/1/97/93,"53.45356, -0.246699"
HL/PO/JO/10/1/97/94,"53.8705252, -0.9495869"
HL/PO/JO/10/1/97/95,"54.4173515, 10.3423379"
HL/PO/JO/10/1/97/96,"52.1865499, -0.0078879"
HL/PO/JO/10/1/97/97,"53.4299899, -0.352539"
HL/PO/JO/10/1/97/98,"53.23161, -0.982436"
HL/PO/JO/10/1/97/99,"52.314234, 0.057902"
HL/PO/JO/10/1/97/101,"43.683333, -79.766667"
HL/PO/JO/10/1/97/102,"53.336542, -0.744245"
HL/PO/JO/10/1/97/103,"53.2718459, -0.728176"
HL/PO/JO/10/1/97/49,"53.434993, -0.3244619"
HL/PO/JO/10/1/97/50,"53.3189504, 0.1547182"
HL/PO/JO/10/1/97/51,"53.225707, 0.298206"
HL/PO/JO/10/1/97/52,"53.340882, 0.261071"
HL/PO/JO/10/1/97/53,"53.4414628, -1.2223289"
HL/PO/JO/10/1/97/54,"53.246887, 0.267439"
HL/PO/JO/10/1/97/55,"52.9922142, -1.1331367"
HL/PO/JO/10/1/97/56,"53.3739362, 0.2098902"
HL/PO/JO/10/1/97/58,"53.226589, -0.014098"
HL/PO/JO/10/1/97/59,"53.212041, 0.064789"
HL/PO/JO/10/1/97/60,"53.229994, 0.021555"
HL/PO/JO/10/1/97/61,"53.243048, 0.053803"
HL/PO/JO/10/1/97/62,"53.174517, -0.0441309"
HL/PO/JO/10/1/97/63,"53.240487, -0.056019"
HL/PO/JO/10/1/97/64,"52.720415, -0.628297"
HL/PO/JO/10/1/97/65,"53.208194, 0.012618"
HL/PO/JO/10/1/97/66,"53.1855649, -0.040374"
HL/PO/JO/10/1/97/67,"52.412133, -0.865671"
HL/PO/JO/10/1/97/68,"54.097004, -0.783069"
HL/PO/JO/10/1/97/69,"53.267735, 0.0507919"
HL/PO/JO/10/1/97/70,"53.276502, -0.038514"
HL/PO/JO/10/1/97/71,"53.242632, -0.013962"
HL/PO/JO/10/1/97/72,"53.2032529, 0.070631"
HL/PO/JO/10/1/97/73,"53.203446, -0.046921"
HL/PO/JO/10/1/97/74,"53.234603, 0.010666"
HL/PO/JO/10/1/97/75,"53.250276, -0.009678"
HL/PO/JO/10/1/97/76,"53.195482, -0.018447"
HL/PO/JO/10/1/97/78,"53.4266893, -0.1765297"
HL/PO/JO/10/1/97/79,"53.434993, -0.3244619"
HL/PO/JO/10/1/97/80,"53.465743, -0.209391"
HL/PO/JO/10/1/97/81,"53.4374689, -0.3283887"
HL/PO/JO/10/1/97/82,"54.0474297, -2.8091395"
HL/PO/JO/10/1/97/83,"53.421277, -0.415502"
HL/PO/JO/10/1/97/84,"54.2469486, -0.3800456"
HL/PO/JO/10/1/97/85,"55.848334, -4.493342"
HL/PO/JO/10/1/97/88,"60.408178, 11.5027911"
HL/PO/JO/10/1/97/89,"53.386409, -0.366251"
HL/PO/JO/10/1/97/90,"60.408178, 11.5027911"
HL/PO/JO/10/1/97/93,"53.45356, -0.246699"
HL/PO/JO/10/1/97/94,"53.8705252, -0.9495869"
HL/PO/JO/10/1/97/95,"54.4173515, 10.3423379"
HL/PO/JO/10/1/97/96,"52.1865499, -0.0078879"
HL/PO/JO/10/1/97/97,"53.4299899, -0.352539"
HL/PO/JO/10/1/97/98,"53.23161, -0.982436"
HL/PO/JO/10/1/97/99,"52.314234, 0.057902"
HL/PO/JO/10/1/97/101,"43.683333, -79.766667"
HL/PO/JO/10/1/97/102,"53.336542, -0.744245"
HL/PO/JO/10/1/97/103,"53.2718459, -0.728176"
Protestation Return - Lincoln - Lindsey,"13.4328815, 79.5311884"
HL/PO/JO/10/1/98/15,"52.762459, 1.1107419"
HL/PO/JO/10/1/98/16,"52.782153, -0.966071"
HL/PO/JO/10/1/98/17,"53.3038979, -0.575706"
HL/PO/JO/10/1/98/18,"53.2830749, -0.449593"
HL/PO/JO/10/1/98/19,"53.326188, -0.42482"
HL/PO/JO/10/1/98/20,"53.2690535, -0.4477276"
HL/PO/JO/10/1/98/21,"53.302549, -0.742603"
HL/PO/JO/10/1/98/22,"53.230688, -0.540579"
HL/PO/JO/10/1/98/24,"52.28112, -1.0016529"
HL/PO/JO/10/1/98/25,"53.622283, -0.566632"
HL/PO/JO/10/1/98/27,"31.0560132, -97.464453"
HL/PO/JO/10/1/98/28,"52.940232, -0.802883"
HL/PO/JO/10/1/98/29,"52.052928, -0.695391"
HL/PO/JO/10/1/98/30,"52.8140281, -1.6371359"
HL/PO/JO/10/1/98/31,"52.986247, 0.066933"
HL/PO/JO/10/1/98/32,"53.611325, -0.832159"
HL/PO/JO/10/1/98/33,"53.52903, -0.8218029"
HL/PO/JO/10/1/98/34,"53.625194, -0.685023"
HL/PO/JO/10/1/98/36,"53.986172, -2.2383989"
HL/PO/JO/10/1/98/37,"51.240139, -2.993858"
HL/PO/JO/10/1/98/38,"53.510215, -0.527726"
HL/PO/JO/10/1/98/40,"52.630457, -0.700506"
HL/PO/JO/10/1/98/41,"53.5275869, -0.651198"
HL/PO/JO/10/1/98/42,"53.59714, -1.162373"
HL/PO/JO/10/1/98/43,"53.487042, -0.535788"
HL/PO/JO/10/1/98/44,"52.266919, 0.631309"
HL/PO/JO/10/1/98/45,"53.641539, -0.61084"
HL/PO/JO/10/1/98/46,"53.537446, -0.5415759"
HL/PO/JO/10/1/98/47,"53.45493, -0.51461"
HL/PO/JO/10/1/98/48,"53.421326, -0.520438"
HL/PO/JO/10/1/98/49,"51.449304, -0.362103"
HL/PO/JO/10/1/98/50,"54.145623, -0.6442139"
HL/PO/JO/10/1/98/51,"-28.8166405, 29.5296214"
HL/PO/JO/10/1/98/52,"53.522205, -0.933561"
HL/PO/JO/10/1/98/54,"53.44498, -0.713575"
HL/PO/JO/10/1/98/55,"51.5238279, 0.4539257"
HL/PO/JO/10/1/98/56,"53.400575, -0.774465"
HL/PO/JO/10/1/98/57,"53.4525139, -0.5940295"
HL/PO/JO/10/1/98/58,"53.384685, -0.6840079"
HL/PO/JO/10/1/98/59,"52.9266999, -0.060801"
HL/PO/JO/10/1/98/60,"50.898992, 0.134033"
HL/PO/JO/10/1/98/61,"32.8968816, -103.3587288"
HL/PO/JO/10/1/98/62,"32.8788932, -97.0935056"
HL/PO/JO/10/1/98/64,"53.497705, -0.6677729"
HL/PO/JO/10/1/99/1,"50.519478, -4.872962"
HL/PO/JO/10/1/99/2,"51.6516, -0.0837"
HL/PO/JO/10/1/99/3,"42.3417565, -72.5884222"
HL/PO/JO/10/1HL/PO/JO/10/1/97/104,"13.4328815, 79.5311884"
HL/PO/JO/10/1/98/15,"52.762459, 1.1107419"
HL/PO/JO/10/1/98/16,"52.782153, -0.966071"
HL/PO/JO/10/1/98/17,"53.3038979, -0.575706"
HL/PO/JO/10/1/98/18,"53.2830749, -0.449593"
HL/PO/JO/10/1/98/19,"53.326188, -0.42482"
HL/PO/JO/10/1/98/20,"53.2690535, -0.4477276"
HL/PO/JO/10/1/98/21,"53.302549, -0.742603"
HL/PO/JO/10/1/98/22,"53.230688, -0.540579"
HL/PO/JO/10/1/98/24,"52.28112, -1.0016529"
HL/PO/JO/10/1/98/25,"53.622283, -0.566632"
HL/PO/JO/10/1/98/27,"31.0560132, -97.464453"
HL/PO/JO/10/1/98/28,"52.940232, -0.802883"
HL/PO/JO/10/1/98/29,"52.052928, -0.695391"
HL/PO/JO/10/1/98/30,"52.8140281, -1.6371359"
HL/PO/JO/10/1/98/31,"52.986247, 0.066933"
HL/PO/JO/10/1/98/32,"53.611325, -0.832159"
HL/PO/JO/10/1/98/33,"53.52903, -0.8218029"
HL/PO/JO/10/1/98/34,"53.625194, -0.685023"
HL/PO/JO/10/1/98/36,"53.986172, -2.2383989"
HL/PO/JO/10/1/98/37,"51.240139, -2.993858"
HL/PO/JO/10/1/98/38,"53.510215, -0.527726"
HL/PO/JO/10/1/98/40,"52.630457, -0.700506"
HL/PO/JO/10/1/98/41,"53.5275869, -0.651198"
HL/PO/JO/10/1/98/42,"53.59714, -1.162373"
HL/PO/JO/10/1/98/43,"53.487042, -0.535788"
HL/PO/JO/10/1/98/44,"52.266919, 0.631309"
HL/PO/JO/10/1/98/45,"53.641539, -0.61084"
HL/PO/JO/10/1/98/46,"53.537446, -0.5415759"
HL/PO/JO/10/1/98/47,"53.45493, -0.51461"
HL/PO/JO/10/1/98/48,"53.421326, -0.520438"
HL/PO/JO/10/1/98/49,"51.449304, -0.362103"
HL/PO/JO/10/1/98/50,"54.145623, -0.6442139"
HL/PO/JO/10/1/98/51,"-28.8166405, 29.5296214"
HL/PO/JO/10/1/98/52,"53.522205, -0.933561"
HL/PO/JO/10/1/98/54,"53.44498, -0.713575"
HL/PO/JO/10/1/98/55,"51.5238279, 0.4539257"
HL/PO/JO/10/1/98/56,"53.400575, -0.774465"
HL/PO/JO/10/1/98/57,"53.4525139, -0.5940295"
HL/PO/JO/10/1/98/58,"53.384685, -0.6840079"
HL/PO/JO/10/1/98/59,"52.9266999, -0.060801"
HL/PO/JO/10/1/98/60,"50.898992, 0.134033"
HL/PO/JO/10/1/98/61,"32.8968816, -103.3587288"
HL/PO/JO/10/1/98/62,"32.8788932, -97.0935056"
HL/PO/JO/10/1/98/64,"53.497705, -0.6677729"
HL/PO/JO/10/1/99/1,"50.519478, -4.872962"
HL/PO/JO/10/1/99/2,"51.6516, -0.0837"
HL/PO/JO/10/1/99/3,"42.3417565, -72.5884222"
HL/PO/JO/10/1/100/4,"54.605961, -2.755378"
HL/PO/JO/10/1/100/5,"53.400091, -0.826004"
HL/PO/JO/10/1/100/6,"53.1417371, -1.0339645"
HL/PO/JO/10/1/100/7,"55.126957, -1.510277"
HL/PO/JO/10/1/100/8,"46.2051454, 8.6129109"
HL/PO/JO/10/1/100/9,"53.2085682, -0.9900065"
HL/PO/JO/10/1/100/10,"52.8140281, -1.6371359"
HL/PO/JO/10/1/100/11,"53.351359, -1.113712"
HL/PO/JO/10/1/100/14,"53.235214, -1.165102"
HL/PO/JO/10/1/100/15,"52.674688, 1.225551"
HL/PO/JO/10/1/100/16,"53.260439, -0.842095"
HL/PO/JO/10/1/100/17,"53.153972, -0.997401"
HL/PO/JO/10/1/100/18,"53.187252, -2.195858"
HL/PO/JO/10/1/100/20,"53.211167, -0.900118"
HL/PO/JO/10/1/100/21,"53.2720854, -0.9666229"
HL/PO/JO/10/1/100/22,"50.7459045, -1.5919542"
HL/PO/JO/10/1/100/23,"53.4863102, -0.9843103"
HL/PO/JO/10/1/100/24,"52.928952, -1.097941"
HL/PO/JO/10/1/100/25,"42.4115819, -83.2963707"
HL/PO/JO/10/1/100/26,"53.417214, -1.077409"
HL/PO/JO/10/1/100/27,"54.912882, -2.769372"
HL/PO/JO/10/1/100/28,"53.2848903, -0.87645"
HL/PO/JO/10/1/100/29,"55.11645, -3.609494"
HL/PO/JO/10/1/100/30,"53.279866, -0.79105"
HL/PO/JO/10/1/100/32,"-37.8206826, 144.8158721"
HL/PO/JO/10/1/100/33,"53.006717, 0.084289"
HL/PO/JO/10/1/100/34,"53.646141, -2.093367"
HL/PO/JO/10/1/100/35,"51.502985, -0.46541"
HL/PO/JO/10/1/100/36,"43.8561002, -79.3370188"
HL/PO/JO/10/1/100/37,"53.396717, -0.964872"
HL/PO/JO/10/1/100/38,"53.4468645, -0.8688485"
HL/PO/JO/10/1/100/40,"53.204098, -1.020581"
HL/PO/JO/10/1/100/41,"53.474024, -2.27806"
HL/PO/JO/10/1/100/42,"53.255615, -0.796292"
HL/PO/JO/10/1/100/43,"52.291889, 0.089395"
HL/PO/JO/10/1/100/44,"53.321356, -0.945503"
HL/PO/JO/10/1/100/45,"53.383425, -0.821704"
HL/PO/JO/10/1/100/46,"53.284626, -0.824754"
HL/PO/JO/10/1/100/48,"51.3614279, -0.193961"
HL/PO/JO/10/1/100/49,"53.305107, -0.823478"
HL/PO/JO/10/1/100/50,"53.229497, -0.898207"
HL/PO/JO/10/1/100/51,"53.425296, -0.843035"
HL/PO/JO/10/1/100/52,"53.2043315, -1.1548923"
HL/PO/JO/10/1/100/53,"22.2835935, 114.1542816"
HL/PO/JO/10/1/100/54,"51.746021, -1.129617"
HL/PO/JO/10/1/100/55,"51.746021, -1.129617"
HL/PO/JO/10/1/100/56,"52.951088, -0.956144"
HL/PO/JO/10/1/100/57,"52.935673, -1.134017"
HL/PO/JO/10/1/100/58,"52.052928, -0.695391"
HL/PO/JO/10/1/100/59,"52.976998, -0.929517"
HL/PO/JO/10/1/100/60,"52.89195, -0.959312"
HL/PO/JO/10/1/100/61,"52.911411, -1.041255"
HL/PO/JO/10/1/100/62,"52.912331, -0.984208"
HL/PO/JO/10/1/100/63,"53.273924, -2.8153039"
HL/PO/JO/10/1/100/4,"54.605961, -2.755378"
HL/PO/JO/10/1/100/5,"53.400091, -0.826004"
HL/PO/JO/10/1/100/6,"53.1417371, -1.0339645"
HL/PO/JO/10/1/100/7,"55.126957, -1.510277"
HL/PO/JO/10/1/100/8,"46.2051454, 8.6129109"
HL/PO/JO/10/1/100/9,"53.2085682, -0.9900065"
HL/PO/JO/10/1/100/10,"52.8140281, -1.6371359"
HL/PO/JO/10/1/100/11,"53.351359, -1.113712"
HL/PO/JO/10/1/100/14,"53.235214, -1.165102"
HL/PO/JO/10/1/100/15,"52.674688, 1.225551"
HL/PO/JO/10/1/100/16,"53.260439, -0.842095"
HL/PO/JO/10/1/100/17,"53.153972, -0.997401"
HL/PO/JO/10/1/100/18,"53.187252, -2.195858"
HL/PO/JO/10/1/100/20,"53.211167, -0.900118"
HL/PO/JO/10/1/100/21,"53.2720854, -0.9666229"
HL/PO/JO/10/1/100/22,"50.7459045, -1.5919542"
HL/PO/JO/10/1/100/23,"53.4863102, -0.9843103"
HL/PO/JO/10/1/100/24,"52.928952, -1.097941"
HL/PO/JO/10/1/100/25,"42.4115819, -83.2963707"
HL/PO/JO/10/1/100/26,"53.417214, -1.077409"
HL/PO/JO/10/1/100/27,"54.912882, -2.769372"
HL/PO/JO/10/1/100/28,"53.2848903, -0.87645"
HL/PO/JO/10/1/100/29,"55.11645, -3.609494"
HL/PO/JO/10/1/100/30,"53.279866, -0.79105"
HL/PO/JO/10/1/100/32,"-37.8206826, 144.8158721"
HL/PO/JO/10/1/100/33,"53.006717, 0.084289"
HL/PO/JO/10/1/100/34,"53.646141, -2.093367"
HL/PO/JO/10/1/100/35,"51.502985, -0.46541"
HL/PO/JO/10/1/100/36,"43.8561002, -79.3370188"
HL/PO/JO/10/1/100/37,"53.396717, -0.964872"
HL/PO/JO/10/1/100/38,"53.4468645, -0.8688485"
HL/PO/JO/10/1/100/40,"53.204098, -1.020581"
HL/PO/JO/10/1/100/41,"53.474024, -2.27806"
HL/PO/JO/10/1/100/42,"53.255615, -0.796292"
HL/PO/JO/10/1/100/43,"52.291889, 0.089395"
HL/PO/JO/10/1/100/44,"53.321356, -0.945503"
HL/PO/JO/10/1/100/45,"53.383425, -0.821704"
HL/PO/JO/10/1/100/46,"53.284626, -0.824754"
HL/PO/JO/10/1/100/48,"51.3614279, -0.193961"
HL/PO/JO/10/1/100/49,"53.305107, -0.823478"
HL/PO/JO/10/1/100/50,"53.229497, -0.898207"
HL/PO/JO/10/1/100/51,"53.425296, -0.843035"
HL/PO/JO/10/1/100/52,"53.2043315, -1.1548923"
HL/PO/JO/10/1/100/53,"22.2835935, 114.1542816"
HL/PO/JO/10/1/100/54,"51.746021, -1.129617"
HL/PO/JO/10/1/100/55,"51.746021, -1.129617"
HL/PO/JO/10/1/100/56,"52.951088, -0.956144"
HL/PO/JO/10/1/100/57,"52.935673, -1.134017"
HL/PO/JO/10/1/100/58,"52.052928, -0.695391"
HL/PO/JO/10/1/100/59,"52.976998, -0.929517"
HL/PO/JO/10/1/100/60,"52.89195, -0.959312"
HL/PO/JO/10/1/100/61,"52.911411, -1.041255"
HL/PO/JO/10/1/100/62,"52.912331, -0.984208"
HL/PO/JO/10/1/100/63,"53.273924, -2.8153039"
HL/PO/JO/10/1/101/41,"53.221941, -0.5428135"
HL/PO/JO/10/1/101/42,"52.984456, -0.8007618"
HL/PO/JO/10/1/101/43,"53.015707, -0.88541"
HL/PO/JO/10/1/101/44,"52.6213961, -0.1079402"
HL/PO/JO/10/1/101/45,"52.1810332, 1.6106547"
HL/PO/JO/10/1/101/46,"42.3778173, -70.9811334"
HL/PO/JO/10/1/101/49,"53.686675, -0.443368"
HL/PO/JO/10/1/101/51,"51.5208599, 0.0228261"
HL/PO/JO/10/1/101/53,"52.832178, -1.145919"
HL/PO/JO/10/1/101/54,"52.91328, -1.116497"
HL/PO/JO/10/1/101/55,"40.7127837, -74.0059413"
HL/PO/JO/10/1/101/56,"52.870947, -1.090254"
HL/PO/JO/10/1/101/57,"52.844074, -1.2554289"
HL/PO/JO/10/1/101/58,"52.82906, -1.183133"
HL/PO/JO/10/1/101/59,"32.7408659, -89.5282699"
HL/PO/JO/10/1/101/60,"52.800762, -1.229402"
HL/PO/JO/10/1/101/61,"-17.6688624, 141.0805199"
HL/PO/JO/10/1/101/62,"52.854126, -1.263801"
HL/PO/JO/10/1/101/63,"52.812658, -1.140655"
HL/PO/JO/10/1/101/64,"52.894929, -1.1515709"
HL/PO/JO/10/1/101/65,"51.103388, 1.037939"
HL/PO/JO/10/1/101/66,"53.9493783, -1.0516265"
HL/PO/JO/10/1/101/67,"52.820702, -1.251989"
HL/PO/JO/10/1/101/68,"52.87507, -1.243221"
HL/PO/JO/10/1/101/69,"52.845303, -1.06415"
HL/PO/JO/10/1/101/70,"52.930356, -1.156784"
HL/PO/JO/10/1/101/71,"52.303527, -1.240872"
HL/PO/JO/10/1/101/72,"52.838887, -1.100787"
HL/PO/JO/10/1/101/74,"53.086321, -0.859922"
HL/PO/JO/10/1/101/75,"53.037614, -0.934305"
HL/PO/JO/10/1/101/76,"53.097907, -1.115293"
HL/PO/JO/10/1/101/77,"52.986554, -1.037903"
HL/PO/JO/10/1/101/78,"53.037638, -1.08666"
HL/PO/JO/10/1/101/79,"53.135336, -0.886305"
HL/PO/JO/10/1/101/80,"52.9563599, -1.086378"
HL/PO/JO/10/1/101/81,"-45.0345125, 169.2016905"
HL/PO/JO/10/1/101/82,"53.094849, -1.0089729"
HL/PO/JO/10/1/101/83,"50.9103322, -1.0189067"
HL/PO/JO/10/1/101/84,"53.103961, -1.039752"
HL/PO/JO/10/1/101/85,"53.234525, -0.428062"
HL/PO/JO/10/1/101/86,"52.5573374, -1.8111727"
HL/PO/JO/10/1/101/41,"53.221941, -0.5428135"
HL/PO/JO/10/1/101/42,"52.984456, -0.8007618"
HL/PO/JO/10/1/101/43,"53.015707, -0.88541"
HL/PO/JO/10/1/101/44,"52.6213961, -0.1079402"
HL/PO/JO/10/1/101/45,"52.1810332, 1.6106547"
HL/PO/JO/10/1/101/46,"42.3778173, -70.9811334"
HL/PO/JO/10/1/101/49,"53.686675, -0.443368"
HL/PO/JO/10/1/101/51,"51.5208599, 0.0228261"
HL/PO/JO/10/1/101/53,"52.832178, -1.145919"
HL/PO/JO/10/1/101/54,"52.91328, -1.116497"
HL/PO/JO/10/1/101/55,"40.7127837, -74.0059413"
HL/PO/JO/10/1/101/56,"52.870947, -1.090254"
HL/PO/JO/10/1/101/57,"52.844074, -1.2554289"
HL/PO/JO/10/1/101/58,"52.82906, -1.183133"
HL/PO/JO/10/1/101/59,"32.7408659, -89.5282699"
HL/PO/JO/10/1/101/60,"52.800762, -1.229402"
HL/PO/JO/10/1/101/61,"-17.6688624, 141.0805199"
HL/PO/JO/10/1/101/62,"52.854126, -1.263801"
HL/PO/JO/10/1/101/63,"52.812658, -1.140655"
HL/PO/JO/10/1/101/64,"52.894929, -1.1515709"
HL/PO/JO/10/1/101/65,"51.103388, 1.037939"
HL/PO/JO/10/1/101/66,"53.9493783, -1.0516265"
HL/PO/JO/10/1/101/67,"52.820702, -1.251989"
HL/PO/JO/10/1/101/68,"52.87507, -1.243221"
HL/PO/JO/10/1/101/69,"52.845303, -1.06415"
HL/PO/JO/10/1/101/70,"52.930356, -1.156784"
HL/PO/JO/10/1/101/71,"52.303527, -1.240872"
HL/PO/JO/10/1/101/72,"52.838887, -1.100787"
HL/PO/JO/10/1/101/74,"53.086321, -0.859922"
HL/PO/JO/10/1/101/75,"53.037614, -0.934305"
HL/PO/JO/10/1/101/76,"53.097907, -1.115293"
HL/PO/JO/10/1/101/77,"52.986554, -1.037903"
HL/PO/JO/10/1/101/78,"53.037638, -1.08666"
HL/PO/JO/10/1/101/79,"53.135336, -0.886305"
HL/PO/JO/10/1/101/80,"52.9563599, -1.086378"
HL/PO/JO/10/1/101/81,"-45.0345125, 169.2016905"
HL/PO/JO/10/1/101/82,"53.094849, -1.0089729"
HL/PO/JO/10/1/101/83,"50.9103322, -1.0189067"
HL/PO/JO/10/1/101/84,"53.103961, -1.039752"
HL/PO/JO/10/1/101/85,"53.234525, -0.428062"
HL/PO/JO/10/1/101/86,"52.5573374, -1.8111727"
HL/PO/JO/10/1/102/21,"52.0051493, -0.9763983"
HL/PO/JO/10/1/102/22,"53.226109, -2.921754"
HL/PO/JO/10/1/102/23,"52.0605509, -1.437446"
HL/PO/JO/10/1/102/24,"52.0507364, -1.4551861"
HL/PO/JO/10/1/102/25,"52.114431, -1.282862"
HL/PO/JO/10/1/102/26,"51.52137, -0.900652"
HL/PO/JO/10/1/102/27,"51.535764, -0.902894"
HL/PO/JO/10/1/102/28,"51.535084, -0.9516"
HL/PO/JO/10/1/102/29,"51.531489, -0.977084"
HL/PO/JO/10/1/102/30,"51.4731961, -0.9065736"
HL/PO/JO/10/1/102/32,"51.041767, -1.734636"
HL/PO/JO/10/1/102/33,"51.041767, -1.734636"
HL/PO/JO/10/1/102/34,"52.083401, -1.454517"
HL/PO/JO/10/1/102/35,"53.7959287, -1.7574183"
HL/PO/JO/10/1/102/36,"52.020246, -1.371808"
HL/PO/JO/10/1/102/37,"52.035261, -1.329346"
HL/PO/JO/10/1/102/38,"52.0143187, -1.3803045"
HL/PO/JO/10/1/102/39,"52.674688, 1.225551"
HL/PO/JO/10/1/102/40,"52.0909959, -1.366271"
HL/PO/JO/10/1/102/41,"51.173516, -0.172109"
HL/PO/JO/10/1/102/42,"52.102568, -1.432511"
HL/PO/JO/10/1/102/43,"52.008189, -1.406196"
HL/PO/JO/10/1/102/44,"43.5182991, -79.8774042"
HL/PO/JO/10/1/102/45,"52.037774, -1.42576"
HL/PO/JO/10/1/102/46,"51.786504, -0.641432"
HL/PO/JO/10/1/102/48,"51.8597009, -1.6033902"
HL/PO/JO/10/1/102/49,"51.8815608, -1.6164454"
HL/PO/JO/10/1/102/50,"51.896695, -1.526569"
HL/PO/JO/10/1/102/52,"51.943544, -1.542189"
HL/PO/JO/10/1/102/53,"51.333944, -2.807469"
HL/PO/JO/10/1/102/54,"50.5036299, -4.6524982"
HL/PO/JO/10/1/102/55,"51.9183049, -1.455303"
HL/PO/JO/10/1/102/56,"51.8661512, -1.6598415"
HL/PO/JO/10/1/102/57,"51.814212, -1.625824"
HL/PO/JO/10/1/102/58,"51.9946709, -1.481903"
HL/PO/JO/10/1/102/59,"51.914357, -1.627725"
HL/PO/JO/10/1/102/60,"52.706107, -1.552549"
HL/PO/JO/10/1/102/61,"-35.2441935, 149.1262591"
HL/PO/JO/10/1/102/62,"43.5182991, -79.8774042"
HL/PO/JO/10/1/102/63,"51.798368, -1.538407"
HL/PO/JO/10/1/102/64,"53.99703, -1.0551024"
HL/PO/JO/10/1/102/65,"51.953215, -1.539117"
HL/PO/JO/10/1/102/66,"51.837062, -1.483104"
HL/PO/JO/10/1/102/68,"53.4875235, -2.2901264"
HL/PO/JO/10/1/102/69,"54.019576, -1.155738"
HL/PO/JO/10/1/102/70,"51.8829425, -1.5492014"
HL/PO/JO/10/1/102/71,"51.893603, -1.492889"
HL/PO/JO/10/1/102/72,"51.808552, -1.59347"
HL/PO/JO/10/1/102/73,"-37.8500132, 145.1560854"
HL/PO/JO/10/1/102/74,"51.5217669, -1.127205"
HL/PO/JO/10/1/102/75,"51.562317, -1.083346"
HL/PO/JO/10/1/102/76,"51.5860457, -1.1185493"
HL/PO/JO/10/1/102/77,"51.5992743, -1.1139509"
HL/PO/JO/10/1/102/78,"51.573528, -1.122776"
HL/PO/JO/10/1/102/79,"53.3630179, -1.29214"
HL/PO/JO/10/1/102/80,"51.9304885, -1.3080821"
HL/PO/JO/10/1/102/81,"51.986875, -1.3706879"
HL/PO/JO/10/1/102/21,"52.0051493, -0.9763983"
HL/PO/JO/10/1/102/22,"53.226109, -2.921754"
HL/PO/JO/10/1/102/23,"52.0605509, -1.437446"
HL/PO/JO/10/1/102/24,"52.0507364, -1.4551861"
HL/PO/JO/10/1/102/25,"52.114431, -1.282862"
HL/PO/JO/10/1/102/26,"51.52137, -0.900652"
HL/PO/JO/10/1/102/27,"51.535764, -0.902894"
HL/PO/JO/10/1/102/28,"51.535084, -0.9516"
HL/PO/JO/10/1/102/29,"51.531489, -0.977084"
HL/PO/JO/10/1/102/30,"51.4731961, -0.9065736"
HL/PO/JO/10/1/102/32,"51.041767, -1.734636"
HL/PO/JO/10/1/102/33,"51.041767, -1.734636"
HL/PO/JO/10/1/102/34,"52.083401, -1.454517"
HL/PO/JO/10/1/102/35,"53.7959287, -1.7574183"
HL/PO/JO/10/1/102/36,"52.020246, -1.371808"
HL/PO/JO/10/1/102/37,"52.035261, -1.329346"
HL/PO/JO/10/1/102/38,"52.0143187, -1.3803045"
HL/PO/JO/10/1/102/39,"52.674688, 1.225551"
HL/PO/JO/10/1/102/40,"52.0909959, -1.366271"
HL/PO/JO/10/1/102/41,"51.173516, -0.172109"
HL/PO/JO/10/1/102/42,"52.102568, -1.432511"
HL/PO/JO/10/1/102/43,"52.008189, -1.406196"
HL/PO/JO/10/1/102/44,"43.5182991, -79.8774042"
HL/PO/JO/10/1/102/45,"52.037774, -1.42576"
HL/PO/JO/10/1/102/46,"51.786504, -0.641432"
HL/PO/JO/10/1/102/48,"51.8597009, -1.6033902"
HL/PO/JO/10/1/102/49,"51.8815608, -1.6164454"
HL/PO/JO/10/1/102/50,"51.896695, -1.526569"
HL/PO/JO/10/1/102/52,"51.943544, -1.542189"
HL/PO/JO/10/1/102/53,"51.333944, -2.807469"
HL/PO/JO/10/1/102/54,"50.5036299, -4.6524982"
HL/PO/JO/10/1/102/55,"51.9183049, -1.455303"
HL/PO/JO/10/1/102/56,"51.8661512, -1.6598415"
HL/PO/JO/10/1/102/57,"51.814212, -1.625824"
HL/PO/JO/10/1/102/58,"51.9946709, -1.481903"
HL/PO/JO/10/1/102/59,"51.914357, -1.627725"
HL/PO/JO/10/1/102/60,"52.706107, -1.552549"
HL/PO/JO/10/1/102/61,"-35.2441935, 149.1262591"
HL/PO/JO/10/1/102/62,"43.5182991, -79.8774042"
HL/PO/JO/10/1/102/63,"51.798368, -1.538407"
HL/PO/JO/10/1/102/64,"53.99703, -1.0551024"
HL/PO/JO/10/1/102/65,"51.953215, -1.539117"
HL/PO/JO/10/1/102/66,"51.837062, -1.483104"
HL/PO/JO/10/1/102/68,"53.4875235, -2.2901264"
HL/PO/JO/10/1/102/69,"54.019576, -1.155738"
HL/PO/JO/10/1/102/70,"51.8829425, -1.5492014"
