Catalogue Reference,Title,Date,,Longitude,Latitude,Place co-ordinates,Landing Page URL,External resource URL,target,NominatimLL,YahooLL
HL/PO/JO/10/1/86/85,Protestation Return - Devon - Lifton Hundred - Kelly.,1642,Protestation Returns,,,,,,Kelly,"50.6234686, -3.7085934",<null>
HL/PO/JO/10/1/86/86,Protestation Return - Devon - Lifton Hundred - Lamerton.,1642,Protestation Returns,,,,,,Lamerton,"50.5718099, -4.1907644",<null>
HL/PO/JO/10/1/86/87,Protestation Return - Devon - Lifton Hundred - Lewtrenchard.,1642,Protestation Returns,,,,,,Lewtrenchard,"50.6535683, -4.1841371",<null>
HL/PO/JO/10/1/86/88,Protestation Return - Devon - Lifton Hundred - Lidford.,1642,Protestation Returns,,,,,,Lidford,"50.4228749, -3.5842601",<null>
HL/PO/JO/10/1/86/89,Protestation Return - Devon - Lifton Hundred - Lifton (parish).,1642,Protestation Returns,,,,,,Lifton (parish),"50.6101877, -4.26955486779398",<null>
HL/PO/JO/10/1/86/90,Protestation Return - Devon - Lifton Hundred - Marystow.,1642,Protestation Returns,,,,,,Marystow,"50.6238552, -4.2145748",<null>
HL/PO/JO/10/1/86/91,Protestation Return - Devon - Lifton Hundred - Okehampton.,1642,Protestation Returns,,,,,,Okehampton,"50.7376766, -4.000319",<null>
HL/PO/JO/10/1/86/92,Protestation Return - Devon - Lifton Hundred - Spurton.,1642,Protestation Returns,,,,,,Spurton,<null>,<null>
HL/PO/JO/10/1/86/93,Protestation Return - Devon - Lifton Hundred - Stowford.,1642,Protestation Returns,,,,,,Stowford,"50.6769904, -3.3309595",<null>
HL/PO/JO/10/1/86/94,Protestation Return - Devon - Lifton Hundred - Sydenham Damerell.,1642,Protestation Returns,,,,,,Sydenham Damerell,<null>,<null>
HL/PO/JO/10/1/86/95,Protestation Return - Devon - Lifton Hundred - Tavy St Mary.,1642,Protestation Returns,,,,,,Tavy St Mary,"50.593631, -4.1142404",<null>
HL/PO/JO/10/1/86/96,Protestation Return - Devon - Lifton Hundred - Thrushelton.,1642,Protestation Returns,,,,,,Thrushelton,"50.6674017, -4.1978236",<null>
HL/PO/JO/10/1/86/97,Protestation Return - Devon - Lifton Hundred - Virginstow.,1642,Protestation Returns,,,,,,Virginstow,"50.7113109, -4.2963252",<null>
HL/PO/JO/10/1/87/1,Protestation Return - Devon - Roborough Hundred - Beer Ferris.,1642,Protestation Returns,,,,,,Beer Ferris,<null>,<null>
HL/PO/JO/10/1/87/2,Protestation Return - Devon - Roborough Hundred - Bickleigh.,1642,Protestation Returns,,,,,,Bickleigh,"50.4421019, -4.0844681",<null>
HL/PO/JO/10/1/87/3,Protestation Return - Devon - Roborough Hundred - Buckland Monachorum.,1642,Protestation Returns,,,,,,Buckland Monachorum,"50.4951235, -4.1312224",<null>
HL/PO/JO/10/1/87/4,Protestation Return - Devon - Roborough Hundred - Egg Buckland.,1642,Protestation Returns,,,,,,Egg Buckland,<null>,<null>
HL/PO/JO/10/1/87/5,Protestation Return - Devon - Roborough Hundred - Meavy.,1642,Protestation Returns,,,,,,Meavy,"50.4865938, -4.0571097",<null>
HL/PO/JO/10/1/87/6,Protestation Return - Devon - Roborough Hundred - Plymouth.,1642,Protestation Returns,,,,,,Plymouth,"50.3712659, -4.1425658",<null>
HL/PO/JO/10/1/87/7,Protestation Return - Devon - Roborough Hundred - St Peter Tavy.,1642,Protestation Returns,,,,,,St Peter Tavy,"50.5793244, -4.0998959",<null>
HL/PO/JO/10/1/87/8,Protestation Return - Devon - Roborough Hundred - Sampford Spiney.,1642,Protestation Returns,,,,,,Sampford Spiney,"50.5341759, -4.0690198",<null>
HL/PO/JO/10/1/87/9,Protestation Return - Devon - Roborough Hundred - Shittestor [Sheepstor].,1642,Protestation Returns,,,,,,Shittestor ,<null>,<null>
HL/PO/JO/10/1/87/10,Protestation Return - Devon - Roborough Hundred - Stoke Damerell.,1642,Protestation Returns,,,,,,Stoke Damerell,<null>,<null>
HL/PO/JO/10/1/87/11,Protestation Return - Devon - Roborough Hundred - Tamerton Foliott.,1642,Protestation Returns,,,,,,Tamerton Foliott,<null>,<null>
HL/PO/JO/10/1/87/12,Protestation Return - Devon - Roborough Hundred - Walkhampton.,1642,Protestation Returns,,,,,,Walkhampton,"50.5083511, -4.0696206",<null>
HL/PO/JO/10/1/87/13,Protestation Return - Devon - Roborough Hundred - Whitchurch.,1642,Protestation Returns,,,,,,Whitchurch,"52.9704092, -2.6852137",<null>
HL/PO/JO/10/1/87/14,Protestation Return - Devon - Sherwill Hundred - Arlington.,1642,Protestation Returns,,,,,,Arlington,"50.8458768, 0.191918",<null>
HL/PO/JO/10/1/87/15,Protestation Return - Devon - Sherwill Hundred - Brendon.,1642,Protestation Returns,,,,,,Brendon,"51.2200684, -3.7642682",<null>
HL/PO/JO/10/1/87/16,Protestation Return - Devon - Sherwill Hundred - Challacombe Rawleigh.,1642,Protestation Returns,,,,,,Challacombe Rawleigh,<null>,<null>
HL/PO/JO/10/1/87/17,Protestation Return - Devon - Sherwill Hundred - Charles.,1642,Protestation Returns,,,,,,Charles,"51.080442, -3.8756851",<null>
HL/PO/JO/10/1/87/18,Protestation Return - Devon - Sherwill Hundred - Countisbury.,1642,Protestation Returns,,,,,,Countisbury,"51.2320188, -3.7958191",<null>
HL/PO/JO/10/1/87/19,Protestation Return - Devon - Sherwill Hundred - Highbray.,1642,Protestation Returns,,,,,,Highbray,<null>,<null>
HL/PO/JO/10/1/87/20,Protestation Return - Devon - Sherwill Hundred - Linton.,1642,Protestation Returns,,,,,,Linton,"51.2241065, 0.5118273",<null>
HL/PO/JO/10/1/87/21,Protestation Return - Devon - Sherwill Hundred - Loxhore.,1642,Protestation Returns,,,,,,Loxhore,"51.1304215, -3.9780813",<null>
HL/PO/JO/10/1/87/22,Protestation Return - Devon - Sherwill Hundred - Martinhoe.,1642,Protestation Returns,,,,,,Martinhoe,"51.2220518, -3.9084405",<null>
HL/PO/JO/10/1/87/23,Protestation Return - Devon - Sherwill Hundred - Parracombe.,1642,Protestation Returns,,,,,,Parracombe,"51.1879114, -3.9083591",<null>
HL/PO/JO/10/1/87/24,Protestation Return - Devon - Sherwill Hundred - Sherwill (parish).,1642,Protestation Returns,,,,,,Sherwill (parish),<null>,<null>
HL/PO/JO/10/1/87/25,Protestation Return - Devon - Sherwill Hundred - Stoke Rivers.,1642,Protestation Returns,,,,,,Stoke Rivers,"51.0996016, -3.9539352",<null>
HL/PO/JO/10/1/87/26,Protestation Return - Devon - Tavistock Hundred - Brent Tor [Brentor].,1642,Protestation Returns,,,,,,Brent Tor ,<null>,<null>
HL/PO/JO/10/1/87/27,Protestation Return - Devon - Tavistock Hundred - Milton Abbots [Milton Abbot].,1642,Protestation Returns,,,,,,Milton Abbots ,"52.2296855, 0.122979",<null>
HL/PO/JO/10/1/87/28,Protestation Return - Devon - Tavistock Hundred - Tavistock (parish).,1642,Protestation Returns,,,,,,Tavistock (parish),"52.80816825, -2.10134736833076",<null>
HL/PO/JO/10/1/87/29,"Protestation Return - Devon - North Tawton, South Molton, And Witheridge Hundreds - Letter from John Chichester to Richard Culme, High Sheriff of Devon, enclosing the returns for these hundreds.",1642,Protestation Returns,,,,,,"Letter from John Chichester to Richard Culme, High Sheriff of Devon, enclosing the returns for these hundreds",<null>,<null>
HL/PO/JO/10/1/87/30,"Protestation Return - Devon - North Tawton, South Molton, And Witheridge Hundreds - Returns by the justices of the peace for the above hundreds.",1642,Protestation Returns,,,,,,Returns by the justices of the peace for the above hundreds,<null>,<null>
HL/PO/JO/10/1/87/31,Protestation Return - Devon - North Tawton Hundred - Ashreigny.,1642,Protestation Returns,,,,,,Ashreigny,<null>,<null>
HL/PO/JO/10/1/87/32,Protestation Return - Devon - North Tawton Hundred - Atherington.,1642,Protestation Returns,,,,,,Atherington,"50.989645, -4.0085181",<null>
HL/PO/JO/10/1/87/33,Protestation Return - Devon - North Tawton Hundred - Bondleigh.,1642,Protestation Returns,,,,,,Bondleigh,"50.8267361, -3.9137191",<null>
HL/PO/JO/10/1/87/34,Protestation Return - Devon - North Tawton Hundred - Burrington.,1642,Protestation Returns,,,,,,Burrington,"51.3307127, -2.7497033",<null>
HL/PO/JO/10/1/87/35,Protestation Return - Devon - North Tawton Hundred - Clanaborough.,1642,Protestation Returns,,,,,,Clanaborough,<null>,<null>
HL/PO/JO/10/1/87/36,Protestation Return - Devon - North Tawton Hundred - Dolton.,1642,Protestation Returns,,,,,,Dolton,"50.8917617, -4.0296384",<null>
HL/PO/JO/10/1/87/37,Protestation Return - Devon - North Tawton Hundred - Dowland.,1642,Protestation Returns,,,,,,Dowland,"50.8744333, -4.0362903",<null>
HL/PO/JO/10/1/87/38,Protestation Return - Devon - North Tawton Hundred - Down St Mary.,1642,Protestation Returns,,,,,,Down St Mary,"50.8251727, -3.7845004",<null>
HL/PO/JO/10/1/87/39,Protestation Return - Devon - North Tawton Hundred - High Bickington [Bickerton].,1642,Protestation Returns,,,,,,High Bickington ,"50.9668254, -3.9970296",<null>
HL/PO/JO/10/1/87/40,"Protestation Return - Devon - North Tawton Hundred - Lapford with Chawleigh, Coleridge, Brushford, Wembworthy, and Eggesford.",1642,Protestation Returns,,,,,,"Lapford with Chawleigh, Coleridge, Brushford, Wembworthy, and Eggesford",<null>,<null>
HL/PO/JO/10/1/87/41,"Protestation Return - Devon - North Tawton Hundred - Nymet, Broad.",1642,Protestation Returns,,,,,,"Nymet, Broad",<null>,<null>
HL/PO/JO/10/1/87/42,"Protestation Return - Devon - North Tawton Hundred - Nymet, Tracy.",1642,Protestation Returns,,,,,,"Nymet, Tracy",<null>,<null>
HL/PO/JO/10/1/87/43,"Protestation Return - Devon - North Tawton Hundred - Tawton, North (parish).",1642,Protestation Returns,,,,,,"Tawton, North (parish)",<null>,<null>
HL/PO/JO/10/1/87/44,Protestation Return - Devon - North Tawton Hundred - Winckleigh.,1642,Protestation Returns,,,,,,Winckleigh,<null>,<null>
HL/PO/JO/10/1/87/45,Protestation Return - Devon - North Tawton Hundred - Zeal Monachorum.,1642,Protestation Returns,,,,,,Zeal Monachorum,"50.8219779, -3.8195358",<null>
HL/PO/JO/10/1/87/46,"Protestation Return - Devon - South Molton Hundred - Anstey, East.",1642,Protestation Returns,,,,,,"Anstey, East","52.6745715, -1.1893416",<null>
HL/PO/JO/10/1/87/47,"Protestation Return - Devon - South Molton Hundred - Anstey, West.",1642,Protestation Returns,,,,,,"Anstey, West","52.6745715, -1.1893416",<null>
HL/PO/JO/10/1/87/48,Protestation Return - Devon - South Molton Hundred - Bishops Tawton.,1642,Protestation Returns,,,,,,Bishops Tawton,"51.0527337, -4.0463498",<null>
HL/PO/JO/10/1/87/49,Protestation Return - Devon - South Molton Hundred - Chittlehampton.,1642,Protestation Returns,,,,,,Chittlehampton,"51.0124789, -3.9483291",<null>
HL/PO/JO/10/1/87/50,Protestation Return - Devon - South Molton Hundred - Knowstone.,1642,Protestation Returns,,,,,,Knowstone,"50.995469, -3.6723383",<null>
HL/PO/JO/10/1/87/51,Protestation Return - Devon - South Molton Hundred - Landkey.,1642,Protestation Returns,,,,,,Landkey,"51.0624898, -4.0051153",<null>
HL/PO/JO/10/1/87/52,Protestation Return - Devon - South Molton Hundred - Molland.,1642,Protestation Returns,,,,,,Molland,"51.0419769, -3.6995589",<null>
HL/PO/JO/10/1/87/53,"Protestation Return - Devon - South Molton Hundred - Molton, North.",1642,Protestation Returns,,,,,,"Molton, North","51.0170696, -3.8330599",<null>
HL/PO/JO/10/1/87/54,"Protestation Return - Devon - South Molton Hundred - Molton, South (town and parish).",1642,Protestation Returns,,,,,,"Molton, South (town and parish)",<null>,<null>
HL/PO/JO/10/1/87/55,"Protestation Return - Devon - South Molton Hundred - Nympton, St George.",1642,Protestation Returns,,,,,,"Nympton, St George","50.99133, -3.8533109",<null>
HL/PO/JO/10/1/87/56,Protestation Return - Devon - South Molton Hundred - Satterleigh.,1642,Protestation Returns,,,,,,Satterleigh,"50.9879986, -3.8990479",<null>
HL/PO/JO/10/1/87/57,Protestation Return - Devon - South Molton Hundred - Swimbridge.,1642,Protestation Returns,,,,,,Swimbridge,"51.0534691, -3.9709224",<null>
HL/PO/JO/10/1/87/58,Protestation Return - Devon - South Molton Hundred - Twitchen.,1642,Protestation Returns,,,,,,Twitchen,"51.0607992, -3.7288602",<null>
HL/PO/JO/10/1/87/59,Protestation Return - Devon - South Molton Hundred - Warkleigh.,1642,Protestation Returns,,,,,,Warkleigh,"50.9890415, -3.9362018",<null>
HL/PO/JO/10/1/87/60,Protestation Return - Devon - Witheridge Hundred - Bishops Nympton.,1642,Protestation Returns,,,,,,Bishops Nympton,"51.0008716, -3.7689638",<null>
HL/PO/JO/10/1/87/61,Protestation Return - Devon - Witheridge Hundred - Cheldon.,1642,Protestation Returns,,,,,,Cheldon,"50.9068022, -3.8009389",<null>
HL/PO/JO/10/1/87/62,Protestation Return - Devon - Witheridge Hundred - Chulmleigh.,1642,Protestation Returns,,,,,,Chulmleigh,"50.9127205, -3.8690487",<null>
HL/PO/JO/10/1/87/63,Protestation Return - Devon - Witheridge Hundred - Creacombe.,1642,Protestation Returns,,,,,,Creacombe,"50.960259, -3.6822913",<null>
HL/PO/JO/10/1/87/64,Protestation Return - Devon - Witheridge Hundred - Cruys Morchant.,1642,Protestation Returns,,,,,,Cruys Morchant,<null>,<null>
HL/PO/JO/10/1/87/65,Protestation Return - Devon - Witheridge Hundred - King's Nympton.,1642,Protestation Returns,,,,,,King's Nympton,"50.9359747, -3.9053929",<null>
HL/PO/JO/10/1/87/66,Protestation Return - Devon - Witheridge Hundred - Marleight [Mariansleigh].,1642,Protestation Returns,,,,,,Marleight ,<null>,<null>
HL/PO/JO/10/1/87/67,Protestation Return - Devon - Witheridge Hundred - Meshaw.,1642,Protestation Returns,,,,,,Meshaw,"50.9635652, -3.7696197",<null>
HL/PO/JO/10/1/87/68,Protestation Return - Devon - Witheridge Hundred - Oakford.,1642,Protestation Returns,,,,,,Oakford,"52.1983307, -4.2664011",<null>
HL/PO/JO/10/1/87/69,Protestation Return - Devon - Witheridge Hundred - Puddington.,1642,Protestation Returns,,,,,,Puddington,"53.2529514, -3.009152",<null>
HL/PO/JO/10/1/87/70,Protestation Return - Devon - Witheridge Hundred - Rackenford.,1642,Protestation Returns,,,,,,Rackenford,"50.9520464, -3.636499",<null>
HL/PO/JO/10/1/87/71,Protestation Return - Devon - Witheridge Hundred - Romansleigh.,1642,Protestation Returns,,,,,,Romansleigh,"50.9701217, -3.8144853",<null>
HL/PO/JO/10/1/87/72,Protestation Return - Devon - Witheridge Hundred - Rose Ash.,1642,Protestation Returns,,,,,,Rose Ash,"50.9823364, -3.7262849",<null>
HL/PO/JO/10/1/87/73,Protestation Return - Devon - Witheridge Hundred - Stoodleigh.,1642,Protestation Returns,,,,,,Stoodleigh,"50.9590684, -3.5375639",<null>
HL/PO/JO/10/1/87/74,Protestation Return - Devon - Witheridge Hundred - Templeton.,1642,Protestation Returns,,,,,,Templeton,"51.7743574, -4.7369062",<null>
HL/PO/JO/10/1/87/75,Protestation Return - Devon - Witheridge Hundred - Thelbridge.,1642,Protestation Returns,,,,,,Thelbridge,"50.90007645, -3.70038032645338",<null>
HL/PO/JO/10/1/87/76,Protestation Return - Devon - Witheridge Hundred - Washford Pyne.,1642,Protestation Returns,,,,,,Washford Pyne,"50.8930932, -3.6901074",<null>
HL/PO/JO/10/1/87/77,Protestation Return - Devon - Witheridge Hundred - Witheridge (parish).,1642,Protestation Returns,,,,,,Witheridge (parish),<null>,<null>
HL/PO/JO/10/1/87/78,Protestation Return - Devon - Witheridge Hundred - Woolfardisworthy.,1642,Protestation Returns,,,,,,Woolfardisworthy,"50.9642448, -4.3772704",<null>
HL/PO/JO/10/1/87/79,"Protestation Return - Devon - Witheridge Hundred - Worlington, East and West.",1642,Protestation Returns,,,,,,"Worlington, East and West","52.3312784, 0.4839263",<null>
HL/PO/JO/10/1/88/1,"Protestation Return - Dorset - Blandford, North And South Division - Bindon Liberty - Bindon (parish).",1642,Protestation Returns,,,,,,Bindon (parish),<null>,<null>
HL/PO/JO/10/1/88/2,"Protestation Return - Dorset - Blandford, North And South Division - Bindon Liberty - Wool.",1642,Protestation Returns,,,,,,Wool,"50.6788702, -2.2205433",<null>
HL/PO/JO/10/1/88/3,"Protestation Return - Dorset - Blandford, North And South Divisions - Coomb's Ditch Hundred - Anderson.",1642,Protestation Returns,,,,,,Anderson,"50.7769973, -2.172043",<null>
HL/PO/JO/10/1/88/4,"Protestation Return - Dorset - Blandford, North And South Divisions - Coomb's Ditch Hundred - Blandford [Forum].",1642,Protestation Returns,,,,,,Blandford ,"50.8575902, -2.1632074",<null>
HL/PO/JO/10/1/88/5,"Protestation Return - Dorset - Blandford, North And South Divisions - Coomb's Ditch Hundred - St Mary.",1642,Protestation Returns,,,,,,St Mary,"51.08836795, -1.2030370803995",<null>
HL/PO/JO/10/1/88/6,"Protestation Return - Dorset - Blandford, North And South Divisions - Coomb's Ditch Hundred - Bloxworth.",1642,Protestation Returns,,,,,,Bloxworth,"50.7517585, -2.1672899",<null>
HL/PO/JO/10/1/88/7,"Protestation Return - Dorset - Blandford, North And South Divisions - Coomb's Ditch Hundred - Winterborne Clenstone.",1642,Protestation Returns,,,,,,Winterborne Clenstone,<null>,<null>
HL/PO/JO/10/1/88/8,"Protestation Return - Dorset - Blandford, North And South Divisions - Coomb's Ditch Hundred - Winterborne Whitchurch.",1642,Protestation Returns,,,,,,Winterborne Whitchurch,<null>,<null>
HL/PO/JO/10/1/88/9,"Protestation Return - Dorset - Blandford, North And South Divisions - Corfe Castle Hundred - Corfe Castle (parish).",1642,Protestation Returns,,,,,,Corfe Castle (parish),<null>,<null>
HL/PO/JO/10/1/88/10,"Protestation Return - Dorset - Blandford, North And South Divisions - Hasilor Hundred - Arne.",1642,Protestation Returns,,,,,,Arne,"50.6925222, -2.0387149",<null>
HL/PO/JO/10/1/88/11,"Protestation Return - Dorset - Blandford, North And South Divisions - Hasilor Hundred - Church Knowle.",1642,Protestation Returns,,,,,,Church Knowle,"50.6353509, -2.083395",<null>
HL/PO/JO/10/1/88/12,"Protestation Return - Dorset - Blandford, North And South Divisions - Hasilor Hundred - East Holme.",1642,Protestation Returns,,,,,,East Holme,"51.4707076, 0.1662974",<null>
HL/PO/JO/10/1/88/13,"Protestation Return - Dorset - Blandford, North And South Divisions - Hasilor Hundred - Kimmeridge.",1642,Protestation Returns,,,,,,Kimmeridge,"50.6163195, -2.1191167",<null>
HL/PO/JO/10/1/88/14,"Protestation Return - Dorset - Blandford, North And South Divisions - Hasilor Hundred - Steeple.",1642,Protestation Returns,,,,,,Steeple,"54.4933552, -3.3021968",<null>
HL/PO/JO/10/1/88/15,"Protestation Return - Dorset - Blandford, North And South Divisions - Hasilor Hundred - Tyneham.",1642,Protestation Returns,,,,,,Tyneham,"50.6219904, -2.16947632994892",<null>
HL/PO/JO/10/1/88/16,"Protestation Return - Dorset - Blandford, North And South Divisions - Hundredsbarrow Hundred - Aff Puddle.",1642,Protestation Returns,,,,,,Aff Puddle,<null>,<null>
HL/PO/JO/10/1/88/17,"Protestation Return - Dorset - Blandford, North And South Divisions - Hundredsbarrow Hundred - Tarners Puddle.",1642,Protestation Returns,,,,,,Tarners Puddle,<null>,<null>
HL/PO/JO/10/1/88/18,"Protestation Return - Dorset - Blandford, North And South Divisions - Owermoigne Liberty - Owermoigne.",1642,Protestation Returns,,,,,,Owermoigne,"50.6667749, -2.3242512",<null>
HL/PO/JO/10/1/88/19,"Protestation Return - Dorset - Blandford, North And South Divisions - Pimperne Hundred - Bryanstone.",1642,Protestation Returns,,,,,,Bryanstone,"51.79451835, 1.03579195",<null>
HL/PO/JO/10/1/88/20,"Protestation Return - Dorset - Blandford, North And South Divisions - Pimperne Hundred - Durweston.",1642,Protestation Returns,,,,,,Durweston,"50.8774736, -2.2037213",<null>
HL/PO/JO/10/1/88/21,"Protestation Return - Dorset - Blandford, North And South Divisions - Pimperne Hundred - Fifehead.",1642,Protestation Returns,,,,,,Fifehead,"50.8913647, -2.3233289",<null>
HL/PO/JO/10/1/88/22,"Protestation Return - Dorset - Blandford, North And South Divisions - Pimperne Hundred - Hammoon.",1642,Protestation Returns,,,,,,Hammoon,"50.9297541, -2.2609211",<null>
HL/PO/JO/10/1/88/23,"Protestation Return - Dorset - Blandford, North And South Divisions - Pimperne Hundred - Haselbury - Bryan.",1642,Protestation Returns,,,,,,Bryan,"53.9029513, -0.4656814",<null>
HL/PO/JO/10/1/88/24,"Protestation Return - Dorset - Blandford, North And South Divisions - Pimperne Hundred - Langton Long.",1642,Protestation Returns,,,,,,Langton Long,"50.8520128, -2.1461176",<null>
HL/PO/JO/10/1/88/25,"Protestation Return - Dorset - Blandford, North And South Divisions - Pimperne Hundred - Pimperne (parish).",1642,Protestation Returns,,,,,,Pimperne (parish),<null>,<null>
HL/PO/JO/10/1/88/26,"Protestation Return - Dorset - Blandford, North And South Divisions - Pimperne Hundred - Steepleton.",1642,Protestation Returns,,,,,,Steepleton,"50.90853235, -2.1723865014669",<null>
HL/PO/JO/10/1/88/27,"Protestation Return - Dorset - Blandford, North And South Divisions - Pimperne Hundred - Stourpain.",1642,Protestation Returns,,,,,,Stourpain,<null>,<null>
HL/PO/JO/10/1/88/28,"Protestation Return - Dorset - Blandford, North And South Divisions - Pimperne Hundred - Tarrant Hinton.",1642,Protestation Returns,,,,,,Tarrant Hinton,"50.8992022, -2.0896222",<null>
HL/PO/JO/10/1/88/29,"Protestation Return - Dorset - Blandford, North And South Divisions - Pimperne Hundred - Tarrant Keynston.",1642,Protestation Returns,,,,,,Tarrant Keynston,"50.8654971, -2.1205679",<null>
HL/PO/JO/10/1/88/30,"Protestation Return - Dorset - Blandford, North And South Divisions - Pimperne Hundred - Tarrant Launceston.",1642,Protestation Returns,,,,,,Tarrant Launceston,"50.8867787, -2.0819222",<null>
HL/PO/JO/10/1/88/31,"Protestation Return - Dorset - Blandford, North And South Divisions - Pimperne Hundred - Winterbourne Houghton.",1642,Protestation Returns,,,,,,Winterbourne Houghton,<null>,<null>
HL/PO/JO/10/1/88/32,"Protestation Return - Dorset - Blandford, North And South Divisions - Pimperne Hundred - Winterbourne Strickland.",1642,Protestation Returns,,,,,,Winterbourne Strickland,<null>,<null>
HL/PO/JO/10/1/88/33,"Protestation Return - Dorset - Blandford, North And South Divisions - Rowbarrow Hundred - Langton Matravers.",1642,Protestation Returns,,,,,,Langton Matravers,"50.6106839, -2.0001078",<null>
HL/PO/JO/10/1/88/34,"Protestation Return - Dorset - Blandford, North And South Divisions - Rowbarrow Hundred - Studland.",1642,Protestation Returns,,,,,,Studland,"50.6425616, -1.951962",<null>
